                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94976,                 2.5896,                 1.3951,                0.82484,                 6.2929,                 1.2843,                0.00403,                0.89523,                0.06244,                0.02335,                 1.7124,                 4.0409,                 3.2435,                 1.2923,                 12.278,                 2.5456,             0.00046641,             0.00046641,             0.00046641
